id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
60,1,"i changed my lifestyle. i used to be a party person. i quit everything and tried to live right. i was pregnant with my last son. and he died a week before he was do. i knew then there was no god. i see the news where people hurt there kids in the most horrible manners and yet ""god"" let them have their babies only for the parent to kill them. i would never and have never abused my kids. why would god let bad people have kids and yet when i tried to do right i couldnt have mine. so thats why i dont believe in god. my friend asked me what are you going to do if when you die you find out there is a god i told her i was going to give him the bird and tell him to f--- off. there cant possibly be a caring god when so many cruel things happen to good people and innocent children.",1,2,10,5,12,9,30,10,3,2,1,1,5,5,5,1,5,5,5,2,4,2,1,4,1,5,4,1,4,2,2,2,2,4,4,4,1,4,4,5,3926,3690,3863,4395,4749,23879,19372,2,51,2,0,7,1,1,1,athiest,nothing,perceptions,3,2017-05-24-23-33,2017-05-24-23-43,28,38,2
61,1,"I'm not sure if I've had a spiritual experience that defined my religious/spiritual beliefs. I would have to say that I have faith in humanity and every time I see something beautiful or see a person do something beautiful it makes me believe humans can't be all bad. I'm not saying that everything we do is amazing. Obviously, humans have many faults and problems that have made people do evil and bad things but for the most part humans have an amazing ability to forgive and to rebuild broken things. We also cause destruction but there is a balance most of the time. I guess that is what I believe in. I believe in the universe that we live in and our place in it. I believe that most spiritual things we experience are the result of humanity banding together to do something good and sharing one emotion, one feeling and it can often times bring people to tears of happiness.",1,2,0.1,100,24,2,15,20,1,1,4,3,2,2,2,2,3,4,4,4,4,2,3,4,4,2,3,3,3,4,4,4,4,4,3,2,2,4,4,4,5390,3451,5988,10997,6478,4253,4742,1,24,2,0,2,2,2,1,Agnostic,I knew it was going to be questions regarding religion and spirituality.,I'm not certain what the purpose was.,1,2017-05-24-23-30,2017-05-24-23-40,58,42,1
62,1,"My best spiritual experience was when i went on a solo trip to Ladakh, India. The reason why that trip turned out to be a spiritual one for me was because it was the first time i was traveling alone. I learnt a lot. I meditated with the monks and realized the true meaning of meditation. I meditate till late, everyday and it has made me a better person. You start seeing the world for what it is, rather than what society has made it out to be. There was so much peace and quiet in the mountains that you can hear your own heartbeat.",2,2,0.05,5,24,5,32,10,2,2,2,3,3,3,4,2,2,2,4,4,4,2,2,4,4,4,4,2,5,4,4,4,4,4,4,3,4,4,3,4,4043,3063,7247,4035,3412,3478,5262,2,35,1,0,6,1,1,1,catholic,nothing,not really sure,2,2017-05-24-16-52,2017-05-24-17-03,51,47,2
63,2,I can describe when I got home and my ac was broken and also my dryer. It was the worst day for me. I live in mississippi and the temperature was 80 on Sunday and on top I could not dry my cloth. They came to fix the ac that day and the dryer the next and then my dryer broke again. I think it was a very upsetting weekend. I worked all day on top o,1,2,0.1,100,24,6 days,50,10,1,2,5,4,1,1,1,5,1,2,1,5,5,1,3,4,4,1,1,2,2,5,3,2,2,4,3,1,2,4,4,4,13899,14005,6586,13473,8672,11928,233670,1,35,2,1,7,5,2,4,church of the,I am not sure,If my religious beliefs affect the way that I think and form impressions of people,2,2017-05-24-21-54,2017-05-24-22-19,79,36,0
64,2,"Every morning I wake up at 8AM and let my two large dogs outside to use the restroom.  They never do though; they just stare at me through the window until I agree to give them breakfast.  Then, it never fails, as soon as they've eaten, they want to go outside again.  Once they're situated and find something for myself to eat, I go to work.  Luckily for me, I work from home, so this is a short trek from the kitchen to my office.  Work is usually calm and easy going.  Some days are harder than others, but for the most part I enjoy what I do and am treated fairly.  At lunch time I enjoy going to work out. Sometimes my neighbor comes with me, but she's been slacking off as of late.  The gym is a much needed break from sitting inside the same house all week. My afternoons are usually uneventful. After 5 o'clock I cook something up for dinner.  Yesterday I cooked zucchini burgers -- delicious!  I wasn't sure I liked zucchini, but turns out, I do!  I like to watch Netflix in the evening. Here lately, I've focused on the newest season of Sense8 and old episodes of 60 Days In.  All of my animals get a little rowdy in the evenings and like to bark at EVERYTHING.  I guess that's what happens when you have big dogs.",1,2,0.05,5 minutes,47,4 days,29,$10,2,1,3,3,2,2,3,2,4,3,4,3,3,2,4,4,2,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,281228,37052,80210,222615,60994,55444,29279,2,33,2,1,5,4,7,1,none,nothing,not sure,1,2017-05-24-23-49,2017-05-25-00-12,50,53,5
65,1,I been praying for healing for an issue I have with my blood that has plaged me for several years. I went for a check up and that issue was completely gone. It was a miracle.,1,2,0.1,100,24,8,15,10,3,1,4,4,2,4,2,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5754,3148,4680,10234,9730,11301,43518,2,39,2,1,7,6,5,6,Christian,story writing,How life events are affected or affect by personalities,4,2017-05-24-22-37,2017-05-24-22-48,57,48,1
66,1,Every time I speak to a religious person it convinces me that I'm not a religious person myself. They're usually fairly irrational and religion gets in the way of a lot of things.,2,2,0.1,5,47,3,15,0,1,1,2,4,2,2,3,3,2,5,3,3,2,2,2,4,4,3,4,2,1,3,2,2,4,5,4,1,4,2,4,3,11363,3370,29041,22264,5007,17161,1751,2,21,1,0,6,1,1,1,Athiest,Nothing,Religious ideas,3,2017-05-24-21-56,2017-05-24-22-07,52,35,2
67,2,"An average day that I experience would be my self-employed work life. I work every day 7 days a week here on mturk. Each day, I make at least $40 in about 4-5 hours while juggling other house hold chores. The money isn't much but I do not need much to get by while I go to college. Now that college is out for the summer, I make $60 a day on mturk in about 6-7 hours. The daily experience I get from mturk is very unique because each day I find something else new to try out. It is very rewarding to look at what you make at the end of the day because it reflects how determined you are. The way I see it is one day I will have enough money saved up to where when I get out of college, I will have a good start on finances such as power bills and apartment rental bills. I see the work I do each day as a future investment for my future.",1,2,$0.10,5 minutes,47,3,15,10,2,1,5,4,5,5,4,4,2,2,5,4,5,2,4,5,4,5,2,4,5,4,5,4,5,4,3,5,4,5,5,4,17237,7885,19582,13144,26992,22896,25522,2,20,1,0,7,1,1,1,Atheist,I knew what basic questions were going to be asked.,The purpose of this study was to see our perception of our daily lives.,3,2017-05-24-16-45,2017-05-24-16-57,57,53,2
68,2,"I spent the day cleaning yesterday. I normally do light housekeeping but I decided to do extra. I wanted to get rid of a lot of unnecessary garbage that had accumulated in my house. I started with my freezer. I had not cleaned that out in over a year. I normally do not put a lot of food in it, but my son buys a lot of food he does not eat. Then I cleaned my bathroom, I had to clean the floor and was the tub. I had the day off and wanted to do extra stuff like mopping the floors. I also looked for boxes that had been around that I was not using. I try to save some buy I had to many. My house is full of so much extra stuff that I do not use it has gotten really cluttered. I did not have a car for about 6 months and I could not bring extra things to the dump. So, I have the time and the car and I am trying to stay busy. I have to do my refrigerator next. but I am going to wait because it has been raining.",2,2,10,5,24,6,15,0,2,1,1,1,5,5,5,1,5,5,5,5,1,5,1,1,1,4,5,1,3,1,1,1,3,1,3,4,3,1,1,3,3631,2619,3410,7125,4598,15681,15469,2,55,2,1,5,4,3,1,Presbyterian,nothing,"I do not know, maybe about god",2,2017-05-24-18-54,2017-05-24-19-05,22,25,1
69,2,"I get up in the morning. I brush my teeth and have a quick shower. I iron my shirt and trousers before proceeding to have breakfast in my pyjamas. I get dressed, get out of the house and go to work.",1,2,0.05,5,36,4,15,10,3,1,5,4,3,3,3,3,3,4,3,5,4,3,4,5,3,1,1,4,3,4,5,3,3,3,3,3,3,5,3,3,6030,2923,6555,12379,5338,11618,8081,1,30,1,1,3,2,3,2,Catholic,nothing,no idea,2,2017-05-24-15-23,2017-05-24-15-35,63,41,4
70,1,"I had just recently started a new job, and I was not happy with the new job. It had been presented to me very differently than it had turned out. My new boss was at odds with most other people in the company, and she seemed to be disappointed that I was not exactly like her old assistant. This made me feel very uncomfortable. I had contacted my old supervisor and asked for my old job back, but I was waiting to hear back from her. I knew that I would probably have to quit the new job before I heard back from the old job, and this was nervewracking because I wasn't sure how I would pay my bills if the old job didn't take me back. I was reading my Bible and praying, asking God what I should do. I came across a verse in Psalms about how God's power is reflected in his creation, and this intrigued me. I kept it in the back of my mind as I went about my day. Finally, I decided that I could not remain in my new job, and I quit before I heard back about the old job. As I was driving home that day, I saw a rainbow in the sky, and it put me in mind of the verse I had read, and how rainbows signified covenants. I knew everything was going to work out. The next Monday, I received my old job back, and I knew I had been able to make the right decision based on what I had experienced when I was praying to God for guidance. I knew",2,2,0.1,100 minutes,47,4,30,10,3,1,5,4,1,1,1,5,1,2,1,4,5,1,4,5,5,1,1,4,4,5,5,5,4,5,4,5,4,5,2,5,7213,8329,26783,17111,23592,10504,13266,1,27,2,1,7,4,3,5,Baptist,"I knew that I would be writing about an experience in my life, and that there would be personality questionnaires. That is all I knew before participating.",I think the researchers were interested in how a person's religious beliefs were affected by their personalities.,2,2017-05-24-17-03,2017-05-24-17-15,81,53,3
71,1,"I am not spiritual nor religious, but I am grateful for all the elements of fate (stemming from purely scientifically traceable factors) that have led me to where I am today. Yesterday night, around 1 am, I had just finished learning a piano piece in three hours, and I felt completely at peace. It was raining outside and I was sitting in my car and waiting for it to subside, but after twenty minutes of peaceful reverie, it was clear that the rain was not going to stop. But when I stepped outside, I hardly felt the rain. I was really grateful for the night.",1,2,0.05,5,47,4,29,10,3,2,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,1,2,1,1,2,2,5,2,1,4,5,5,5171,3973,10987,46478,19258,14235,28645,2,21,2,0,7,1,1,1,athiest,none,no idea,1,2017-05-24-22-37,2017-05-24-22-49,85,31,6
72,2,"I adore my two miniature schanuzers, Cicero and Apollo.  My day usually begins with taking them each out for their morning 'business trip.'  Cicero, who is 15 years old, goes first.  He walks more slowly, but is quicker to perform hi duty.  Then I walk Apollo, our energetic 2-year-old, who requires a much longer and brisker walk to get his system going.  This is usually a pleasant experience, unless it's cold and snowing or raining.  After these walks my husband and I feed the 'boys' and enjoy our French roast coffee while reading the news of the day in the NY Times or on our iPads for the electronic version.  Ths is how our day starts every day - the dogs pretty much get us going early in the day.  Even on weekends, where there's opportunity to sleep later - not possible when we have two pooches with pressing needs.  I love them so much, it's a minor inconvenience in the scheme of things.  Anyone who has never had a dog is missing",1,2,0.1,100,47,4.5,30,20,3,2,5,5,1,1,1,4,1,4,2,5,5,3,4,3,4,1,1,3,5,5,5,5,5,5,5,4,4,4,5,3,8791,7064,8514,60509,7447,37567,38196,2,67,2,0,7,1,1,1,Atheist,Nothing,I have no idea - this felt completely random to me.,1,2017-05-24-23-36,2017-05-24-23-50,74,55,3
73,2,"My workouts are critical to my mental and physical health. I was diagnosed with metabolic syndrome five years ago, overweight, unable to do more than two poorly-formed push ups, and I discovered kettlebells at the recommendation of my cardiologist. The flexibility to be swinging dynamically and running my heartrate high and exhausting my muscles is wonderful. Alternately, heavier poods, as they are known, allow you to test your strength, endurance, and grit. Yes, grit. The benefits of this program keep me focused on the longer-range issues in my life, such as quality of life, health, family relationships and improved fiscal discipline. It is this discipline, the hard before easy, work before fun, that sets a foundation for success in life. I am leaner, more disciplined, and capable of feats of strength that were impossible before. I am working up to full body-weight unassisted pull-ups and have recently began doing 5k's in the gym on equipment. I would never have considered these goals before my diagnosis. Now I am confidently reaching out and expanding my capabilities with running, kettlebell power and endurance and a more disciplined lifestyle.",1,4,0.1,1,47,4,29,20,3,2,4,5,1,2,1,4,2,2,2,4,5,1,4,5,4,1,2,4,2,2,4,3,2,2,3,3,1,5,5,5,15063,21342,13204,111009,48023,38983,28774,2,43,1,1,6,5,5,5,roman catholic,opportunity to participate in mechanical turk study and receive lifestyle psychology quiz,assess personality type and impact to writing style and calculation ability,4,2017-05-24-19-05,2017-05-24-19-23,75,37,5
74,2,"My daily life is pretty much a routine in the weekdays with some exceptions. I start my morning by getting refreshed with a shower and brushing my teeth. I have a breakfast that I try to enjoy and a good coffee with it. I then get into the car and drive for about 30 minutes to work. The work is pretty much the same with no special events, just like any 9 to 5 job in a cubical.I finish my work and ride back home with some stops to the grocery store. Some evenings I go out with friends, at the bar, a movie, shooting some pools or at the bowling alley. As soon as I am home I am trying to get comy. I am cleaning the house if needed and then get ready to bed.",2,2,0.1,100,24,4,15,10,3,1,4,2,2,3,3,4,2,3,4,3,4,2,3,4,4,4,2,4,4,3,2,3,4,3,3,3,3,4,4,4,13780,4903,9008,30894,28388,115111,25244,1,40,1,0,2,1,1,1,Protestant,I had no idea about the study.,I would say that it is about religion.,3,2017-05-24-16-45,2017-05-24-17-05,57,40,2
75,1,"I do not have any religious beliefs.  I am strictly agnostic.  I am not a theist.  I am not an atheist.  There was not one experience that lead to this.  It was a journey that began when I was young.  I could not find a way to reconcile the existence of a God that is all good, all knowing, and all powerful, in a universe that includes so much suffering.  How can God be good and allow suffering to exist?  How can God allow suffering to exist when he can stop it?  Perhaps God is not good.  Perhaps God is not all powerful.  Perhaps God wants to stop suffering but can't.  Perhaps God is not god.  Because of this I would have considered my self an aetheist for a time. But I fell out with that, too.  There is no evidence one way or the other.  God's existence cannot be proven.  God's non-existence cannot be proven either.  Perhaps it doesn't matter.  Perhaps God is irrelevant.  Perhaps there is nothing to be gained from claiming to have the answer to a question that no human being can answer.  Instead, I focus on internal questions.  I ask, ""Who am I?""  I ask, ""Why am I suffering?""  I ask, ""Why is everone I know also",1,2,0.05,5,47,4,29,20,3,1,1,1,3,4,3,1,4,5,4,2,2,1,2,5,4,5,4,2,2,2,2,1,2,3,2,1,1,2,5,4,3298,3283,3496,7234,5768,3912,36610,1,37,1,0,1,1,1,1,agnostic,nothing,It has something to do with religious beliefs,2,2017-05-24-14-32,2017-05-24-14-50,39,27,7
76,1,"I grew up a Lutheran by way of my mother but I never really felt connected to the religion. After reading ""The Power of Now"" by Eckhart Tolle, I began a search for spirituality. The most connected I felt to specific situation was in Sedona, AZ. I took the 2 hour drive from the Phoenix area in hopes of being connected to the present. After a hike through the beautiful red rocks along a creek I felt very much in touch with the present and more connected spiritually than ever. I felt calm, confident, and without any resistance to situations in my life at the moment.",1,2,0.1,100,36,9,45,10,3,2,4,4,1,2,1,4,2,2,2,5,4,1,4,5,5,2,2,4,4,5,4,4,4,5,5,2,5,4,5,4,10174,26471,82817,23049,29318,12585,26771,2,31,1,1,4,5,4,1,Buddhist,I knew nothing more than what was in the directions.,I think the purpose of this study is to profile someone's personality and then see if they fit within certain characteristics of a believer of a certain religion.,3,2017-05-24-18-52,2017-05-24-19-07,74,51,1
77,1,"I was homeless and living out of the back of my car, a drug addict and alcoholic.  I was actually in the middle of trying to put together a scam to get some fast cash, when a bank teller began witnessing to me about Jesus.  I'm not sure why I listened that day, but I did, and I decided to drop the scam and go to her church.  When I went, I ended up giving my life to Jesus and getting baptized.  When I got dipped in the water, I actually blacked out the power of the Holy Spirit hit me so hard and suddenly.  When I came to about 10 minutes later, I was completely changed.  But, what was most shocking to me, was that my urge to drink and do drugs was gone.  I had done all kinds of drugs and got hooked and couldn't quit.  I had tried, and had been addicted for 7 years, and addicted to liquor for 9 years.  It only took one confession and baptism to get me off of it all, just like that.",2,2,0.1,5,47,9,29,80,1,1,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,3,3,4,5,5,4,5,3,1,5,5,5,4283,3865,3491,3388,3448,4651,5848,1,35,1,1,7,6,9,1,Born Again Chr,Nothing,I am unsure of what the researchers are studying.,2,2017-05-24-17-51,2017-05-24-18-00,85,48,3
78,1,I have always been catholic. When my father died I felt more closer to God than ever.,2,1,0.1,100,24,9,30,10,2,2,2,3,2,2,2,2,2,2,2,3,3,2,4,3,2,2,2,4,3,2,3,2,2,3,2,3,4,2,2,2,8848,11313,11864,19344,16087,113271,4532,2,30,2,1,4,3,4,4,Catholic,Opinions,Opinions,3,2017-05-24-14-14,2017-05-24-14-29,58,30,0
79,2,,1,1,2.1,50,24,2,15,20,1,2,5,5,3,2,4,3,3,2,2,1,3,4,1,3,3,2,2,5,3,2,1,5,4,2,4,5,1,5,5,2,40678,12925,6495,8763,13853,9510,2856,1,24,1,1,4,3,2,2,CHRISTIAN,NOTHING,TO SEE MY MATH SKILLS AND PERSONALITY,2,2017-05-24-19-29,2017-05-24-19-40,54,39,1
80,1,I was meditating with a group of people on a retreat. The instructor had very helpful teachings. There were several question and answer sessions too. Many of the questions were helpful but one in particular was very insightful and both the question and answer gave me significant insight and confidence that I was pursuing the right path. I don't even remember the question and answer now. But I remember that experience and also my experience of the entire retreat as moving me forward along my spiritual path in a positive direction. Being sincere and earnest and concentrating on the instructions and teachings was very helpful to me. I put myself into the retreat wholeheartedly.,2,2,0.05,5,47,4,29,20,3,1,5,5,1,1,1,4,1,2,1,5,5,1,2,5,5,2,2,4,3,3,3,3,4,4,4,3,2,5,4,5,6830,4438,5836,5857,5614,12141,8040,1,61,2,1,5,6,2,3,Buddhism,it would involve writing something about a personal experience and answering questions about personality,The purpose may have been to see how we answered questions about religion after reading article that said people are becoming less religious,2,2017-05-24-21-59,2017-05-24-22-11,78,43,7
81,1,I married an Egyptian Muslim. I am a white American with a Jewish mom and a Christian dad. We had quite a few years of cultural differences. Also I had a hard time fitting in with the Arab community. Also a lot of my American friends dumped me as well as a lot of my own family for marrying him people who never even met him. So I spent years very lonely and depressed. I prayed to God and prayed to God for help. Finally one day I joined a gym near my house that is largely Arabic. Through that gym I have made tons & tons of friends. I can easy easy make Arab friends now (I would make American friends too...I live in an Arabic area so not that easy). Anyhow I feel a million times better because of it. Also my marriage is a million times better because friendship with Arabic ladies help me learn the culture and language and how to dress and act. We barely ever fight now and we are stronger than ever. This was an act of God.,1,2,0.1,5,47,3,15,10,2,1,5,5,1,1,5,5,1,1,1,5,5,1,4,5,5,5,1,5,4,4,2,4,4,5,4,4,5,5,2,4,4374,3859,3928,7628,5576,24159,16371,2,39,2,1,7,6,6,6,Muslim,unsure,Perceptions in God and intelligence,5,2017-05-24-18-50,2017-05-24-19-03,76,47,2
82,1,A moment I had that was spiritual was when my grandparents passed away and I saw birds flying around me and it symbolized that they were still here with me I could still feel their presence.  This was a incident that has now every time I feel sad or alone I think about it makes me happy to think that they are watching over me.,2,2,10,100,24,3,30,30,2,1,4,4,2,2,4,4,2,4,5,5,4,2,4,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4574,3922,6465,19202,5358,14771,37787,2,28,2,1,6,5,4,6,not sure,not much,not sure,5,2017-05-24-22-07,2017-05-24-22-19,60,51,0
83,1,"basically god told me about an accident that was about to happen, i knew at that point god really did exist.",1,2,10,25,24,6,1,10,2,2,4,5,5,5,2,5,2,3,2,2,4,4,2,4,1,5,4,2,2,4,4,2,5,3,1,1,4,2,2,3,2417,2615,2343,3499,3077,4472,4096,2,29,1,1,6,5,2,5,christian,na,na,1,2017-05-24-14-15,2017-05-24-14-24,49,33,0
84,2,"I go to daily mass every morning. It is a good way to start the day. I think that hearing the word is good. I also like to receive the holy Eucharist daily because it helps me to be a better catholic. It is part of my daily routine that I do before I head into work. I wake up and I get ready, then I arrive at the cathedral before it starts so I can pray the rosary and also do other prayers that I may have. Sometimes I also read or meditate. When it is finished, I leave the Cathedral and get some breakfast and then eat it in the parking lot at my job.",1,2,0.1,5min,47,3 days,31,0,3,2,4,4,2,2,2,1,4,2,2,5,5,1,2,5,4,4,2,1,1,2,1,1,1,1,2,5,1,4,4,5,5338,11335,4596,7661,5539,18554,7586,2,31,1,1,7,6,11,6,Catholic,nothing,perception of self,3,2017-05-24-21-56,2017-05-24-22-08,63,28,3
85,2,"I had to go to the supermarket the other day to pick up a few items.  While I was shopping, I bumped into a friend I had not seen in a while.  We got to chatting and after catching up with each other a bit, we decided to make plans to get together, and also call up some other old friends and try to organize a get together for all of our old group.  It was nice seeing my friend, and I was surprised by how much he had changed since our younger days.  The rest of the grocery shopping trip was uneventful, except that the meeting with my friend prompted me to pick up some extra items for the planned get together.  After waiting in line and paying for my purchases, I made my way home.  At home, I immediately went online, and tried to message a few other friends from the",2,2,0.05,5,47,4,29,30,2,1,5,5,1,1,1,4,1,2,1,5,5,1,5,5,5,2,2,5,3,3,3,3,4,4,4,2,2,4,4,4,9732,3778,6777,3654,56565,9247,10395,1,36,1,0,7,1,1,1,none,nothing,how religious attitudes affect decision making,2,2017-05-24-16-51,2017-05-24-17-02,81,40,5
86,2,An everyday experience for me involves completing surveys on mturk. I go to the mturk web site. I search for surveys. I complete as many surveys as possible. I am frustrated when no surveys are available even though the survey is listed. I am also frustrated when I am rejected based on the number of HITS I have completed. This activity is a good way to earn some money. I earn at least 100 dollars a week. This supplements the family income.,1,2,5,5,47,4,29,20,3,1,4,4,2,4,2,4,2,4,4,4,4,2,4,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,6348,4537,7965,6221,6036,8377,29869,1,58,2,1,7,6,4,6,United Methodi,I did not know anything about this experiment before participating.,I'm not sure what the purpose is.,2,2017-05-24-14-34,2017-05-24-14-46,63,49,7
87,1,"A spiritual experience that I had was when I was at church. Our pastor is a prophet and he called people up who wanted a house. I went up although we didn't need a house yet but I don't want to miss out. Shockingly, he predicted the exact location and place that my wife and I were privately talking about moving when we start a family. This conversation occurred in our home and for him to get that revelation from God was freaky but also confirming. To me it felt as if God was saying I heard you. This I think for me was a powerful moment because it let me know that although we don't see him in the natural he is surely alive and well. iT'S BEAUTIFUL THING.",2,2,0.05,5,47,18,1,10,2,2,5,5,5,5,5,4,3,2,4,4,4,4,3,4,1,2,4,2,5,4,4,4,2,5,5,4,3,4,2,2,6479,2658,5819,28818,2646,8166,5177,2,27,1,1,7,6,6,5,Christian,Nothing,Religous beliefs,6,2017-05-24-15-32,2017-05-24-15-42,50,44,3
88,1,Hearing about death for the first time sort of convinced me of my beliefs knowing how people are not always here. It helped shape my view on things and that their is many things we do not understand and we cannot pick everything in stock of one thing. Because of this it shaped my view of being unsure and still researching.,1,2,10,100,24,9,14,10,2,2,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,5,5,3,3,1,5,3,3,3,5,5,4,4421,2920,2694,6155,2267,4257,3408,2,26,1,0,4,1,1,1,Agnostic,nothing,NA,1,2017-05-25-00-11,2017-05-25-00-21,85,45,0
89,1,Gaia is the mother earth god.  She teaches me with giving me wonder and appreciation.  I look at natures beauty and feel awe and I feel great.  All it takes is one person to go into nature to get this experience. The only mind that matters regarding understanding the universe is your own. What do YOU think when you look at the waterfall? When I am in nature.  I look at the waterfall.  I feel like it is teaching me.  I begin thinking about the story of nature.  I think about how nature came to be.~~,1,2,1.05,5,47,9,29,10,2,2,4,3,4,2,2,3,2,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,3,4,4,4,4,3,1916,1256,1753,2235,3550,2725,4790,2,33,1,0,4,1,1,1,agnostic,nothing,unsure,1,2017-05-24-14-56,2017-05-24-15-04,53,44,3
90,1,"I have had vivid dreams for the last 3-5 years of odd scenarios involving my dear grandparents that have now passed. These dreams seem and fell very real at the time. I can touch, feel both physically and emotionally, engage and interact like real life. Oddly enough, each time I have these dreams I wake from sleep to hear a clock that my grandmother purchased in Germany chiming. The clock only chimes once per hour, but since I began having these dreams it no longer chimes on the hour, it chimes sporadically. This makes me feel as if it chimes when they are here with me.",1,2,0.1,5 minutes,24,4 days,30,20,2,2,2,2,2,3,2,1,4,2,4,4,4,2,2,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,27661,27161,56673,111346,8625,80588,32706,2,29,2,1,2,2,3,1,I am unsure,That it would be a survey containing story writing and personality questions,Relation between spiritual/religious beliefs and how they effect judgement/characteristics.,2,2017-05-24-23-40,2017-05-25-00-06,51,47,3
91,2,"What I usually do is wake up and brush my teeth I then get ready to get therapy done because I was in a car accident, from there I go to work and get off at 5, from there I go home and play video games have dinner until 11 pm to go to sleep.",2,1,0.1,100,24,6 days,30,10,2,2,5,5,1,1,1,5,1,2,5,5,5,1,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,6602,8038,59494,23506,22139,25537,67768,2,27,2,1,7,4,4,1,Spiritual,nothing,no idea,1,2017-05-24-23-00,2017-05-24-23-16,80,60,0
92,2,"I always look forward to my riding lesson, but I never know whether it is going to be a good lesson or a bad lesson. There is also always the possibility that I will get thrown or fall off, so that always adds a little touch of tension. Yesterday my lesson was typical. I ride a very difficult horse. If you don't cue her correctly, she will do exactly what you told her to do, which might mean cantering straight into a wall or stopping short at a jump. So imagine my delight during yesterday's lesson when everything came together perfectly. I had the pony under complete control, she responded to my instructions, and my instructor was both surprised and proud. I carried the feeling of accomplishment with me for the rest of the day. It felt like I climbed a mountain to the",1,2,0.1,100,24,5,1,0,2,1,4,4,2,1,2,4,3,4,2,4,3,1,4,5,5,4,4,5,5,5,5,5,5,5,3,5,2,4,1,4,,,,,,,,2,52,2,0,5,1,1,1,none,it was about personality and writing,What impact the action of writing a story about daily life might have on my own assessment of my personality,2,2017-05-25-00-53,2017-05-25-01-09,64,49,0
93,1,"I was participating in a student convention that encompassed kids from all 50 US states and several foreign countries.  There were all sorts of competitive student events available at this convention but, in order to qualify, you had to have won a similar state or regional competition.  I was, without ego, an extraordinary student.  Most kids at this convention were there participating in one or two events; I was there for six.  Further, given the level of competition and number of competitors, it's rare to be able to win or place in the top 5 in these events.  Of my six events, I placed or won outright in five of them.  I should have been feeling on top of the world.  All my hard work and dedication had paid off.  I was exiting my high school career on the highest of pinnacles.  Yet, as I packed up to leave the dorm room, I looked at myself in the mirror over the sink and I saw myself festooned with all these medals that served simply to weigh me down.  I whispered to myself, ""I'm not happy.""  And, very clearly, I heard an audible voice",1,2,0.1,5,47,4,30,0,3,1,5,5,1,2,1,5,2,4,2,5,5,1,5,5,5,3,4,4,4,5,4,5,5,4,4,4,2,5,4,5,4537,5553,4242,17930,5060,31026,20811,1,42,1,1,7,6,2,5,non-denominati,"I didn't know anything about this experiment, not even that it existed","I think the study's purpose was to examine how people really feel about their actual religious beliefs, as opposed to how they think they feel",2,2017-05-25-05-26,2017-05-25-05-38,74,51,4
94,2,"So, every morning I wake up my kids for school. My youngest does not like to get in the morning. He tosses and turns and says ""Dad do I have school today. You see he is only five but he loves to sleep in. Every morning I have to bribe, threaten, or plead with him to get out of bed. On the other hand his older brother pops right out of bed. He is always cheerful and ready to go to school.",1,2,0.1,1,24,1,1,10,2,2,3,2,2,2,2,4,4,4,2,4,4,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,5,4,1,4,16516,15014,16729,47847,14542,52431,34981,2,39,1,1,7,5,3,4,Non-denominati,Nothing,To see how smart I am,2,2017-05-25-04-48,2017-05-25-05-06,52,46,0
95,2,"my everyday life is exciting I go running about 45 minutes before I go to work,I have my child and take her to school after that back to my office then do some research about the next task for my subordinates and assign a them to do the task completing my day is coming home with my family and do some cooking for dinner and play some time with my kids and husband and then do some assignment from work before i go to sleep.",1,2,10,15,24,9,30,10,2,1,5,4,1,1,1,4,4,2,2,4,5,1,4,4,3,2,1,2,4,4,4,4,3,4,3,2,3,4,4,4,15959,17968,31145,26809,14297,16582,33155,1,25,2,1,7,5,4,4,Catholic,about personality,this study is about a personality of a human being,3,2017-05-25-15-40,2017-05-25-15-57,72,43,0
