variable,label,value_labels,scale,subscale,keying,links
avoidance_of_anchoring_item_6b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
avoidance_of_anchoring_item_7a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
avoidance_of_anchoring_item_7b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
avoidance_of_anchoring_item_8a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
avoidance_of_anchoring_item_8b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
cognitive_reflection_test_1,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_2,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_3,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_4,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_5,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_6,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
cognitive_reflection_test_7,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
preference_anomalies_block_2_item_1b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_2b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_3b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_4b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_5b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_6b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_7b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_8b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
preference_anomalies_block_2_item_9b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
avoidance_of_framing_block_2_item_11b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_1a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_8b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_2a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_3b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_4a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_5b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_6b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_7a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_9b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
avoidance_of_framing_block_2_item_10b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_1a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_2a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_3a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_4a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_5a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_6a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_7a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_8a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_1_item_9a,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_11a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_1b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_8a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_2b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_3a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_4b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_5a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_6a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_7b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_9a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_1_item_10a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_1a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_1b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_2a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_2b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_3a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_3b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_4a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_4b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_5a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_5b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_6a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_6b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_7a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_7b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_8a,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_avoidance_of_anchoring_item_8b,Items are proprietary,Items are proprietary,Avoidance of Anchoring,NA,NA,NA
reaction_time_cognitive_reflection_test_1,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_2,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_3,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_4,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_5,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_6,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_cognitive_reflection_test_7,Items are proprietary,Items are proprietary,Cognitive Reflection Test,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_1b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_2b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_3b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_4b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_5b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_6b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_7b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_8b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_preference_anomalies_block_2_item_9b,Items are proprietary,Items are proprietary,Avoidance of Preference Anomalies,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_11b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_1a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_8b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_2a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_3b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_4a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_5b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_6b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_7a,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_9b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
reaction_time_avoidance_of_framing_block_2_item_10b,Items are proprietary,Items are proprietary,Avoidance of Framing,NA,NA,NA
